Date,Open,High,Low,Close,Adj Close,Volume
10/23/1986,10.251106,10.816424,10.251106,10.741049,6.470108,2457600
10/24/1986,10.854113,11.08024,10.816424,10.929488,6.583614,1876500
10/27/1986,10.929488,11.155616,10.778737,11.155616,6.719828,1189000
10/28/1986,11.193303,11.193303,10.741049,10.778737,6.49281,765400
10/29/1986,10.778737,10.816424,10.477234,10.741049,6.470108,1129300
10/30/1986,10.929488,11.155616,10.929488,10.967176,6.606319,1910000
10/31/1986,11.004864,11.570183,10.967176,11.344055,6.833342,1328300
11/3/1986,11.419431,11.419431,11.306367,11.344055,6.833342,949200
11/4/1986,11.419431,11.833998,11.306367,11.758622,7.083067,2017500
11/5/1986,11.758622,11.909373,11.381743,11.570183,6.969555,1316300
11/6/1986,11.570183,11.570183,11.004864,11.230991,6.765234,1712400
11/7/1986,11.306367,11.381743,11.155616,11.230991,6.765234,1686500
11/10/1986,11.306367,11.532495,11.230991,11.457119,6.901448,1120700
11/11/1986,11.532495,11.570183,11.306367,11.419431,6.878746,773100
11/12/1986,11.457119,11.494806,11.042552,11.117928,6.69713,1378000
11/13/1986,11.155616,11.26868,10.627985,10.778737,6.49281,1793600
11/14/1986,10.778737,11.117928,10.665673,10.967176,6.606319,1809900
11/17/1986,10.8918,11.155616,10.854113,11.004864,6.629023,817800
11/18/1986,11.042552,11.117928,10.703361,10.778737,6.49281,1930600
11/19/1986,10.741049,11.08024,10.703361,10.778737,6.49281,2675900
11/20/1986,11.004864,11.042552,10.816424,10.967176,6.606319,1095800
11/21/1986,10.967176,11.193303,10.967176,11.08024,6.674427,1555200
11/24/1986,11.004864,11.306367,11.004864,11.306367,6.810642,1809500
11/25/1986,11.306367,11.570183,11.230991,11.570183,6.969555,2081500
11/26/1986,11.871686,11.984749,11.645558,11.720934,7.060367,1527000
11/28/1986,11.683246,11.796309,11.457119,11.457119,6.901448,684800
12/1/1986,11.494806,12.022437,11.306367,12.022437,7.241979,2041400
12/2/1986,12.060125,12.060125,11.645558,11.909373,7.173873,2763100
12/3/1986,11.947062,12.022437,11.796309,11.909373,7.173873,1762100
12/4/1986,11.909373,11.909373,11.720934,11.758622,7.083067,1691800
12/5/1986,11.683246,11.833998,11.26868,11.532495,6.946855,1007900
12/8/1986,11.645558,11.758622,11.306367,11.720934,7.060367,1239400
12/9/1986,11.758622,11.758622,11.381743,11.381743,6.856043,1064600
12/10/1986,11.419431,11.494806,11.230991,11.419431,6.878746,1411500
12/11/1986,11.457119,11.457119,11.08024,11.155616,6.719828,1154200
12/12/1986,11.26868,11.306367,11.042552,11.117928,6.69713,1360100
12/15/1986,11.155616,11.155616,10.816424,11.155616,6.817698,1557500
12/16/1986,11.230991,11.457119,11.08024,11.457119,7.001962,1772700
12/17/1986,11.230991,11.494806,11.193303,11.381743,6.955898,2453700
12/18/1986,11.306367,11.457119,11.230991,11.306367,6.909834,986700
12/19/1986,11.26868,11.457119,11.155616,11.419431,6.978928,2698400
12/22/1986,11.419431,11.457119,11.155616,11.26868,6.886798,915000
12/23/1986,11.193303,11.26868,10.929488,11.042552,6.748601,980400
12/24/1986,11.117928,11.230991,11.004864,11.004864,6.725571,797300
12/26/1986,11.08024,11.117928,11.004864,11.004864,6.725571,183000
12/29/1986,11.004864,11.08024,10.929488,10.967176,6.702536,849700
12/30/1986,10.929488,10.929488,10.741049,10.778737,6.587372,1415800
12/31/1986,10.816424,10.854113,10.703361,10.741049,6.564339,782400
1/2/1987,10.816424,10.929488,10.741049,10.741049,6.564339,625100
1/5/1987,10.816424,11.26868,10.816424,11.155616,6.817698,1634800
1/6/1987,11.08024,11.457119,10.967176,11.155616,6.817698,1434100
1/7/1987,11.155616,11.457119,11.08024,11.306367,6.909834,1726600
1/8/1987,11.419431,11.909373,11.344055,11.833998,7.232286,2523600
1/9/1987,11.833998,12.060125,11.683246,11.984749,7.324421,2033100
1/12/1987,12.022437,12.32394,11.984749,12.210876,7.462619,1574100
1/13/1987,11.984749,12.32394,11.984749,12.173188,7.439588,1516300
1/14/1987,12.587755,13.115386,12.550068,13.115386,8.015407,6268500
1/15/1987,13.115386,13.529953,13.077698,13.303825,8.130569,5406200
1/16/1987,13.22845,13.303825,12.851571,13.002322,7.946308,3014800
1/19/1987,12.889258,13.643017,12.851571,13.56764,8.291797,3946800
1/20/1987,13.643017,13.680704,13.190762,13.379201,8.176634,3648300
1/21/1987,13.115386,13.643017,13.002322,13.190762,8.061473,3383000
1/22/1987,13.341514,14.170647,13.303825,14.132959,8.637288,3880500
1/23/1987,14.208335,14.321399,13.266137,13.605329,8.314831,5572000
1/26/1987,13.492265,13.680704,13.454576,13.56764,8.291797,1120300
1/27/1987,13.56764,13.982207,13.492265,13.75608,8.406961,2286800
1/28/1987,13.906832,13.94452,13.56764,13.643017,8.337865,2705400
1/29/1987,13.94452,13.94452,13.416889,13.56764,8.291797,1980700
1/30/1987,13.492265,13.680704,13.303825,13.643017,8.337865,1403200
2/2/1987,13.454576,14.396774,13.454576,14.28371,8.729421,3814100
2/3/1987,14.585214,14.735965,14.434463,14.660589,8.959743,2841700
2/4/1987,14.359086,14.773653,14.208335,14.547525,8.890646,3183000
2/5/1987,14.698277,14.924405,14.509838,14.849029,9.074912,2761100
2/6/1987,14.886717,14.924405,14.660589,14.698277,8.982782,2403900
2/9/1987,14.622902,14.698277,14.321399,14.47215,8.844583,1820500
2/10/1987,14.246022,14.321399,13.831456,14.019896,8.568191,2110400
2/11/1987,14.170647,14.924405,14.057583,14.886717,9.097943,3814100
2/12/1987,14.924405,14.924405,14.246022,14.47215,8.844583,3747800
2/13/1987,14.47215,14.698277,14.321399,14.660589,8.959743,1663900
2/17/1987,14.773653,15.112844,14.698277,15.112844,9.23614,2349200
2/18/1987,15.150532,15.301284,14.660589,15.075156,9.213109,3210500
2/19/1987,14.924405,15.225908,14.886717,14.962092,9.14401,1133600
2/20/1987,14.924405,14.924405,14.321399,14.321399,8.75245,1986300
2/23/1987,14.28371,14.396774,13.75608,14.170647,8.660321,2165100
2/24/1987,14.246022,14.773653,14.246022,14.735965,9.005813,1628400
2/25/1987,14.735965,15.18822,14.622902,14.773653,9.028843,1688100
2/26/1987,14.735965,14.999781,14.622902,14.886717,9.097943,1410900
2/27/1987,14.924405,15.037468,14.811341,14.886717,9.097943,790300
3/2/1987,14.886717,14.886717,14.547525,14.660589,8.959743,1049000
3/3/1987,14.622902,14.622902,14.28371,14.434463,8.82155,972100
3/4/1987,14.509838,14.735965,14.434463,14.622902,8.936712,1601900
3/5/1987,14.924405,16.243481,14.849029,15.452035,9.443434,3200200
3/6/1987,15.489723,15.527411,15.18822,15.452035,9.443434,2288500
3/9/1987,15.301284,15.338971,14.773653,15.338971,9.374335,1745200
3/10/1987,15.263596,15.338971,15.075156,15.301284,9.351308,936900
3/11/1987,15.527411,15.527411,15.075156,15.150532,9.259173,1755800
3/12/1987,15.225908,15.640474,15.112844,15.452035,9.443434,1853000
3/13/1987,15.565099,15.602787,14.999781,14.999781,9.16704,1875900
3/16/1987,15.18822,15.225908,14.660589,15.18822,9.382034,1509700
3/17/1987,15.112844,15.828914,15.112844,15.753538,9.731241,2089500
3/18/1987,15.828914,16.431921,15.678163,16.394232,10.127012,5373000
3/19/1987,16.318857,17.034927,16.281168,16.921864,10.452933,3847300
3/20/1987,16.959551,17.411806,16.8088,16.8088,10.383089,5306700
3/23/1987,16.921864,17.298742,16.771111,16.959551,10.476211,2307700
3/24/1987,17.072615,17.185678,16.394232,16.8088,10.383089,2363100
3/25/1987,16.771111,16.884174,16.620359,16.658047,10.28997,1814800
3/26/1987,16.733423,16.884174,16.431921,16.544985,10.220129,1543200
3/27/1987,17.034927,17.034927,16.544985,16.582672,10.243412,3101400
3/30/1987,15.678163,16.243481,15.602787,16.09273,9.940763,3247000
3/31/1987,16.168104,16.318857,16.017353,16.168104,9.98732,1680200
4/1/1987,16.055042,16.733423,16.055042,16.582672,10.243412,2476200
4/2/1987,16.733423,16.959551,16.431921,16.733423,10.336531,2063900
4/3/1987,16.884174,17.411806,16.733423,17.223366,10.639177,2145500
4/6/1987,17.374117,17.487181,17.223366,17.298742,10.685737,2140600
4/7/1987,17.298742,17.449493,16.997238,17.034927,10.522777,2007200
4/8/1987,17.223366,17.487181,17.034927,17.374117,10.732306,1822800
4/9/1987,17.411806,17.788685,17.072615,17.637934,10.895258,1688800
4/10/1987,17.788685,18.090187,17.487181,17.487181,10.802145,2660300
4/13/1987,17.487181,17.600245,16.469608,16.620359,10.26669,1391600
4/14/1987,16.695736,16.695736,16.09273,16.205793,10.010604,2716700
4/15/1987,16.431921,16.431921,16.356544,16.431921,10.15029,3449300
4/16/1987,16.695736,17.110302,16.620359,17.072615,10.546051,2291800
4/20/1987,17.185678,17.261053,16.8088,16.997238,10.4995,1684200
4/21/1987,16.846487,17.901749,16.620359,17.864059,11.034947,2031100
4/22/1987,17.788685,17.939436,17.487181,17.750996,10.96511,2848000
4/23/1987,17.750996,18.014812,17.374117,17.788685,10.988384,1864600
4/24/1987,17.562557,17.826372,17.034927,17.223366,10.639177,1329900
4/27/1987,16.733423,17.449493,16.658047,17.261053,10.662457,2965400
4/28/1987,17.637934,17.939436,17.52487,17.713308,10.941831,1878500
4/29/1987,17.939436,18.165564,17.901749,18.127876,11.197908,3482500
4/30/1987,18.127876,18.391691,17.977123,18.014812,11.128067,1392900
5/1/1987,17.939436,18.240938,17.826372,18.240938,11.267754,2071900
5/4/1987,18.090187,18.203251,17.864059,18.0525,11.151346,1005900
5/5/1987,18.278627,18.806257,18.203251,18.693193,11.547121,2471900
5/6/1987,18.542442,18.655506,18.240938,18.467066,11.407432,2569400
5/7/1987,18.467066,18.76857,18.316315,18.429379,11.384151,1397600
5/8/1987,18.655506,18.919321,18.504755,18.843945,11.640235,2045000
